Accession	Dataset	Tissue	CellLine	PrimaryCell	Lab	Link	DataType	Controls
ENCFF000CEH	/experiments/ENCSR000ASJ/	.	.	CD14-positive monocyte	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000CEH/@@download/ENCFF000CEH.bigWig	signal	/files/ENCFF000CCJ/, /files/ENCFF000CCL/, /files/ENCFF000CCM/, /files/ENCFF000CCQ/, /files/ENCFF000CCW/, /files/ENCFF383QCX/, /files/ENCFF865NTT/, /files/ENCFF545JWL/, /files/ENCFF075YNC/, /files/ENCFF695ZNW/, /files/ENCFF914LSY/, /files/ENCFF572RFU/, /files/ENCFF701QJX/, /files/ENCFF730IJS/, /files/ENCFF692GVG/, /files/ENCFF244XQF/, /files/ENCFF365LFR/, /files/ENCFF020SWF/, /files/ENCFF894MBE/, /files/ENCFF172HPC/
ENCFF000VIT	/experiments/ENCSR000EXJ/	.	Panc1	.	Peggy Farnham, USC	https://www.encodeproject.org/files/ENCFF000VIT/@@download/ENCFF000VIT.bigWig	signal	/files/ENCFF000VJK/, /files/ENCFF000VJM/, /files/ENCFF000VJN/, /files/ENCFF843DLH/, /files/ENCFF025ODI/, /files/ENCFF675MQQ/, /files/ENCFF703KFY/
ENCFF001FLR	/experiments/ENCSR000DUD/	.	HepG2	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001FLR/@@download/ENCFF001FLR.bigWig	raw signal	/files/ENCFF001HNV/, /files/ENCFF001HNW/, /files/ENCFF001HOD/, /files/ENCFF610SOD/, /files/ENCFF887ZEB/, /files/ENCFF575YDI/, /files/ENCFF933EKE/
ENCFF001FLS	/experiments/ENCSR000DUD/	.	HepG2	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001FLS/@@download/ENCFF001FLS.bigWig	raw signal	/files/ENCFF001HNV/, /files/ENCFF001HNW/, /files/ENCFF001HOD/, /files/ENCFF610SOD/, /files/ENCFF887ZEB/, /files/ENCFF575YDI/, /files/ENCFF933EKE/
ENCFF000BWL	/experiments/ENCSR000AQE/	.	K562	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BWL/@@download/ENCFF000BWL.bigWig	signal	/files/ENCFF000BVZ/, /files/ENCFF000BWA/, /files/ENCFF000BWK/, /files/ENCFF117OYK/, /files/ENCFF392XRJ/, /files/ENCFF977WHL/, /files/ENCFF885VML/, /files/ENCFF994FIB/, /files/ENCFF402EPP/, /files/ENCFF222TAO/, /files/ENCFF156ECZ/, /files/ENCFF199NQH/, /files/ENCFF561WFK/, /files/ENCFF185XBW/, /files/ENCFF283HQV/, /files/ENCFF574XYY/, /files/ENCFF505AGU/, /files/ENCFF237KKO/, /files/ENCFF296OHW/, /files/ENCFF829HZY/, /files/ENCFF245PJA/, /files/ENCFF192XTF/, /files/ENCFF893MMO/, /files/ENCFF019ENS/, /files/ENCFF150ZCH/, /files/ENCFF319GFP/
ENCFF000CTX	/experiments/ENCSR000AQS/	.	.	osteoblast	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000CTX/@@download/ENCFF000CTX.bigWig	signal	/files/ENCFF000CUQ/, /files/ENCFF000CUR/, /files/ENCFF000CUS/, /files/ENCFF000CUZ/, /files/ENCFF000CVB/, /files/ENCFF076RWI/, /files/ENCFF917GFZ/, /files/ENCFF699UTE/, /files/ENCFF535QXZ/, /files/ENCFF196FGA/, /files/ENCFF481RBK/, /files/ENCFF499ETY/, /files/ENCFF010EZQ/, /files/ENCFF199WRC/, /files/ENCFF310GMD/, /files/ENCFF261SLA/, /files/ENCFF160WLY/, /files/ENCFF978AGM/
ENCFF000VKT	/experiments/ENCSR910LIE/	.	HEK293	.	Peggy Farnham, USC	https://www.encodeproject.org/files/ENCFF000VKT/@@download/ENCFF000VKT.bigWig	signal	/files/ENCFF473CDC/, /files/ENCFF629IGF/, /files/ENCFF948ZMS/, /files/ENCFF000VLG/, /files/ENCFF000VLC/, /files/ENCFF000VLD/, /files/ENCFF643ELQ/
ENCFF001EQT	/experiments/ENCSR000DQG/	.	BJ	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001EQT/@@download/ENCFF001EQT.bigWig	raw signal	/files/ENCFF001GZS/, /files/ENCFF001GZU/, /files/ENCFF001HAG/, /files/ENCFF932RYQ/, /files/ENCFF517WZK/, /files/ENCFF503LCV/, /files/ENCFF706WFS/
ENCFF001EQU	/experiments/ENCSR000DQG/	.	BJ	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001EQU/@@download/ENCFF001EQU.bigWig	raw signal	/files/ENCFF001GZS/, /files/ENCFF001GZU/, /files/ENCFF001HAG/, /files/ENCFF932RYQ/, /files/ENCFF517WZK/, /files/ENCFF503LCV/, /files/ENCFF706WFS/
ENCFF001FKU	/experiments/ENCSR000DUA/	.	HeLa-S3	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001FKU/@@download/ENCFF001FKU.bigWig	raw signal	/files/ENCFF001HNF/, /files/ENCFF001HNH/, /files/ENCFF001HNS/, /files/ENCFF909YLO/, /files/ENCFF883FFC/, /files/ENCFF111FGZ/, /files/ENCFF780LIV/
ENCFF001FKW	/experiments/ENCSR000DUA/	.	HeLa-S3	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001FKW/@@download/ENCFF001FKW.bigWig	raw signal	/files/ENCFF001HNF/, /files/ENCFF001HNH/, /files/ENCFF001HNS/, /files/ENCFF909YLO/, /files/ENCFF883FFC/, /files/ENCFF111FGZ/, /files/ENCFF780LIV/
ENCFF001EYM	/experiments/ENCSR000DSP/	.	.	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001EYM/@@download/ENCFF001EYM.bigWig	raw signal	/files/ENCFF001HHZ/, /files/ENCFF001HIJ/, /files/ENCFF001HIS/, /files/ENCFF259TIP/, /files/ENCFF504HBF/, /files/ENCFF765IHI/, /files/ENCFF037HKI/
ENCFF001EYN	/experiments/ENCSR000DSP/	.	.	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001EYN/@@download/ENCFF001EYN.bigWig	raw signal	/files/ENCFF001HHZ/, /files/ENCFF001HIJ/, /files/ENCFF001HIS/, /files/ENCFF259TIP/, /files/ENCFF504HBF/, /files/ENCFF765IHI/, /files/ENCFF037HKI/
ENCFF001GCK	/experiments/ENCSR000DXK/	.	.	bronchial epithelial cell	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001GCK/@@download/ENCFF001GCK.bigWig	raw signal	/files/ENCFF001HWX/, /files/ENCFF001HWZ/, /files/ENCFF001HXF/, /files/ENCFF948UIP/, /files/ENCFF682GMA/, /files/ENCFF512ZCH/, /files/ENCFF727MWW/
ENCFF001GCL	/experiments/ENCSR000DXK/	.	.	bronchial epithelial cell	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001GCL/@@download/ENCFF001GCL.bigWig	raw signal	/files/ENCFF001HWX/, /files/ENCFF001HWZ/, /files/ENCFF001HXF/, /files/ENCFF948UIP/, /files/ENCFF682GMA/, /files/ENCFF512ZCH/, /files/ENCFF727MWW/
ENCFF000CHS	/experiments/ENCSR000AOT/	.	.	astrocyte	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000CHS/@@download/ENCFF000CHS.bigWig	signal	/files/ENCFF000CFI/, /files/ENCFF000CFK/, /files/ENCFF000CFO/, /files/ENCFF000CFR/, /files/ENCFF000CFY/, /files/ENCFF855ZXU/, /files/ENCFF615VUA/, /files/ENCFF765DJW/, /files/ENCFF631QCD/, /files/ENCFF563PNW/, /files/ENCFF581QLB/, /files/ENCFF191SLR/, /files/ENCFF391KPN/, /files/ENCFF639TYV/, /files/ENCFF368JCF/, /files/ENCFF216TIF/, /files/ENCFF169WZW/, /files/ENCFF350LQZ/
ENCFF000VFL	/experiments/ENCSR000EWQ/	.	MCF-7	.	Peggy Farnham, USC	https://www.encodeproject.org/files/ENCFF000VFL/@@download/ENCFF000VFL.bigWig	signal	/files/ENCFF000VGM/, /files/ENCFF000VGO/, /files/ENCFF000VGP/, /files/ENCFF000VHL/, /files/ENCFF000VHM/, /files/ENCFF846QOW/, /files/ENCFF791WJU/, /files/ENCFF076CJL/, /files/ENCFF839GWH/, /files/ENCFF891EBF/, /files/ENCFF610RHP/, /files/ENCFF162ZAB/, /files/ENCFF166QBJ/
ENCFF001FYI	/experiments/ENCSR000DWM/	.	.	CD14-positive monocyte	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001FYI/@@download/ENCFF001FYI.bigWig	raw signal	/files/ENCFF001HUE/, /files/ENCFF001HUH/, /files/ENCFF001HUV/, /files/ENCFF348UXF/, /files/ENCFF262HFO/, /files/ENCFF661RVL/, /files/ENCFF615RFN/
ENCFF000BJG	/experiments/ENCSR000AML/	.	.	mammary epithelial cell	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BJG/@@download/ENCFF000BJG.bigWig	signal	/files/ENCFF000BGU/, /files/ENCFF000BGV/, /files/ENCFF000BGY/, /files/ENCFF000BHE/, /files/ENCFF000BHF/, /files/ENCFF997HCS/, /files/ENCFF556RIX/, /files/ENCFF152UJF/, /files/ENCFF702WJD/, /files/ENCFF749GHL/, /files/ENCFF913IHA/, /files/ENCFF788YKS/, /files/ENCFF813ZYQ/, /files/ENCFF607BMM/, /files/ENCFF417CEL/, /files/ENCFF903ATW/, /files/ENCFF801RTD/, /files/ENCFF062WDT/, /files/ENCFF115JNM/, /files/ENCFF861GBM/
ENCFF000ATX	/experiments/ENCSR000AOW/	.	GM12878	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000ATX/@@download/ENCFF000ATX.bigWig	signal	/files/ENCFF000AQZ/, /files/ENCFF000ARA/, /files/ENCFF000ARD/, /files/ENCFF000ARK/, /files/ENCFF000ARO/, /files/ENCFF231IAK/, /files/ENCFF651UIO/, /files/ENCFF858ORL/, /files/ENCFF684NLR/, /files/ENCFF303HPA/, /files/ENCFF797ARJ/, /files/ENCFF434HLD/, /files/ENCFF611CHF/, /files/ENCFF852TVX/, /files/ENCFF873ZWP/, /files/ENCFF953EVD/, /files/ENCFF547XEQ/, /files/ENCFF055OBO/, /files/ENCFF691DXH/, /files/ENCFF151JBU/, /files/ENCFF213TCX/, /files/ENCFF339YTX/, /files/ENCFF663HUX/, /files/ENCFF430BAQ/, /files/ENCFF624TPS/, /files/ENCFF232FPZ/
ENCFF000BBL	/experiments/ENCSR000AQO/	.	HeLa-S3	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BBL/@@download/ENCFF000BBL.bigWig	signal	/files/ENCFF000BAF/, /files/ENCFF000BAH/, /files/ENCFF000BAI/, /files/ENCFF000BAO/, /files/ENCFF000BAU/, /files/ENCFF954DWW/, /files/ENCFF713YQB/, /files/ENCFF818YAG/, /files/ENCFF432JPE/, /files/ENCFF250XLH/, /files/ENCFF930VIN/, /files/ENCFF451SVK/, /files/ENCFF385UZW/, /files/ENCFF820FDY/
ENCFF000AIC	/experiments/ENCSR000AUH/	.	A549	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000AIC/@@download/ENCFF000AIC.bigWig	signal	/files/ENCFF000AHC/, /files/ENCFF000AHD/, /files/ENCFF000AHF/, /files/ENCFF000AHM/, /files/ENCFF000AHV/, /files/ENCFF948UNV/, /files/ENCFF482SGU/, /files/ENCFF043PUQ/, /files/ENCFF114ODP/, /files/ENCFF408NTN/, /files/ENCFF987CPC/, /files/ENCFF957AOI/, /files/ENCFF502CGT/, /files/ENCFF271TLF/, /files/ENCFF122PEM/, /files/ENCFF719NBM/, /files/ENCFF550UKJ/, /files/ENCFF824LNT/
ENCFF000VKJ	/experiments/ENCSR000EXU/	.	.	mononuclear cell	Peggy Farnham, USC	https://www.encodeproject.org/files/ENCFF000VKJ/@@download/ENCFF000VKJ.bigWig	signal	/files/ENCFF000VKL/, /files/ENCFF000VKM/, /files/ENCFF000VKO/, /files/ENCFF000VKN/, /files/ENCFF676VDZ/, /files/ENCFF738UVB/, /files/ENCFF519MQF/, /files/ENCFF908XUV/, /files/ENCFF814VRG/, /files/ENCFF918JVX/, /files/ENCFF176MNQ/, /files/ENCFF522CTK/
ENCFF000CLS	/experiments/ENCSR000ARJ/	.	.	fibroblast of dermis	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000CLS/@@download/ENCFF000CLS.bigWig	signal	/files/ENCFF000CIN/, /files/ENCFF000CIO/, /files/ENCFF000CIP/, /files/ENCFF000CIU/, /files/ENCFF000CIW/, /files/ENCFF090CYH/, /files/ENCFF138XPE/, /files/ENCFF898XQK/, /files/ENCFF860HKY/, /files/ENCFF955HWE/, /files/ENCFF412GJA/, /files/ENCFF859VNG/, /files/ENCFF204ZPV/, /files/ENCFF092GQD/, /files/ENCFF753JIU/, /files/ENCFF615VVU/, /files/ENCFF487DBD/, /files/ENCFF782IQQ/, /files/ENCFF739WQP/, /files/ENCFF005RXL/, /files/ENCFF429XTA/, /files/ENCFF638YZB/
ENCFF000BQI	/experiments/ENCSR000AOZ/	.	.	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BQI/@@download/ENCFF000BQI.bigWig	signal	/files/ENCFF000BNE/, /files/ENCFF000BNF/, /files/ENCFF000BNH/, /files/ENCFF000BNO/, /files/ENCFF000BNR/, /files/ENCFF384SVU/, /files/ENCFF742NGM/, /files/ENCFF408COK/, /files/ENCFF882RJG/, /files/ENCFF115XVH/, /files/ENCFF712QEE/, /files/ENCFF900ZEG/, /files/ENCFF695JTM/, /files/ENCFF559IIB/, /files/ENCFF180ALL/, /files/ENCFF341IUA/, /files/ENCFF873IRA/, /files/ENCFF512CVC/
ENCFF000BCV	/experiments/ENCSR000AOG/	.	HeLa-S3	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BCV/@@download/ENCFF000BCV.bigWig	signal	/files/ENCFF000BAF/, /files/ENCFF000BAH/, /files/ENCFF000BAI/, /files/ENCFF000BAO/, /files/ENCFF000BAU/, /files/ENCFF954DWW/, /files/ENCFF713YQB/, /files/ENCFF818YAG/, /files/ENCFF432JPE/, /files/ENCFF250XLH/, /files/ENCFF930VIN/, /files/ENCFF451SVK/, /files/ENCFF385UZW/, /files/ENCFF820FDY/
ENCFF000BIU	/experiments/ENCSR000AMJ/	.	.	mammary epithelial cell	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BIU/@@download/ENCFF000BIU.bigWig	signal	/files/ENCFF000BGU/, /files/ENCFF000BGV/, /files/ENCFF000BGY/, /files/ENCFF000BHE/, /files/ENCFF000BHF/, /files/ENCFF997HCS/, /files/ENCFF556RIX/, /files/ENCFF152UJF/, /files/ENCFF702WJD/, /files/ENCFF749GHL/, /files/ENCFF913IHA/, /files/ENCFF788YKS/, /files/ENCFF813ZYQ/, /files/ENCFF607BMM/, /files/ENCFF417CEL/, /files/ENCFF903ATW/, /files/ENCFF801RTD/, /files/ENCFF062WDT/, /files/ENCFF115JNM/, /files/ENCFF861GBM/
ENCFF000ALC	/experiments/ENCSR000AVG/	.	A549	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000ALC/@@download/ENCFF000ALC.bigWig	signal	/files/ENCFF000AGZ/, /files/ENCFF000AHA/, /files/ENCFF000AHB/, /files/ENCFF000AHE/, /files/ENCFF000AHJ/, /files/ENCFF227MOQ/, /files/ENCFF514TMK/, /files/ENCFF284JEI/, /files/ENCFF569SHN/, /files/ENCFF990BDZ/, /files/ENCFF274LEX/, /files/ENCFF800GUG/, /files/ENCFF698OND/, /files/ENCFF016EQS/, /files/ENCFF289PMY/
ENCFF000ATL	/experiments/ENCSR000AKG/	.	GM12878	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000ATL/@@download/ENCFF000ATL.bigWig	signal	/files/ENCFF000AQZ/, /files/ENCFF000ARA/, /files/ENCFF000ARD/, /files/ENCFF000ARK/, /files/ENCFF000ARO/, /files/ENCFF231IAK/, /files/ENCFF651UIO/, /files/ENCFF858ORL/, /files/ENCFF684NLR/, /files/ENCFF303HPA/, /files/ENCFF797ARJ/, /files/ENCFF434HLD/, /files/ENCFF611CHF/, /files/ENCFF852TVX/, /files/ENCFF873ZWP/, /files/ENCFF953EVD/, /files/ENCFF547XEQ/, /files/ENCFF055OBO/, /files/ENCFF691DXH/, /files/ENCFF151JBU/, /files/ENCFF213TCX/, /files/ENCFF339YTX/, /files/ENCFF663HUX/, /files/ENCFF430BAQ/, /files/ENCFF624TPS/, /files/ENCFF232FPZ/
ENCFF001GCV	/experiments/ENCSR000DXH/	.	.	bronchial epithelial cell	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001GCV/@@download/ENCFF001GCV.bigWig	raw signal	/files/ENCFF001HWX/, /files/ENCFF001HWZ/, /files/ENCFF001HXF/, /files/ENCFF948UIP/, /files/ENCFF682GMA/, /files/ENCFF512ZCH/, /files/ENCFF727MWW/
ENCFF001GCW	/experiments/ENCSR000DXH/	.	.	bronchial epithelial cell	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001GCW/@@download/ENCFF001GCW.bigWig	raw signal	/files/ENCFF001HWX/, /files/ENCFF001HWZ/, /files/ENCFF001HXF/, /files/ENCFF948UIP/, /files/ENCFF682GMA/, /files/ENCFF512ZCH/, /files/ENCFF727MWW/
ENCFF000AST	/experiments/ENCSR000AKD/	.	GM12878	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000AST/@@download/ENCFF000AST.bigWig	signal	/files/ENCFF000AQZ/, /files/ENCFF000ARA/, /files/ENCFF000ARD/, /files/ENCFF000ARK/, /files/ENCFF000ARO/, /files/ENCFF231IAK/, /files/ENCFF651UIO/, /files/ENCFF858ORL/, /files/ENCFF684NLR/, /files/ENCFF303HPA/, /files/ENCFF797ARJ/, /files/ENCFF434HLD/, /files/ENCFF611CHF/, /files/ENCFF852TVX/, /files/ENCFF873ZWP/, /files/ENCFF953EVD/, /files/ENCFF547XEQ/, /files/ENCFF055OBO/, /files/ENCFF691DXH/, /files/ENCFF151JBU/, /files/ENCFF213TCX/, /files/ENCFF339YTX/, /files/ENCFF663HUX/, /files/ENCFF430BAQ/, /files/ENCFF624TPS/, /files/ENCFF232FPZ/
ENCFF000AWE	/experiments/ENCSR000APZ/	.	H1	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000AWE/@@download/ENCFF000AWE.bigWig	signal	/files/ENCFF000AVF/, /files/ENCFF000AVG/, /files/ENCFF000AVH/, /files/ENCFF000AVM/, /files/ENCFF000AVR/, /files/ENCFF303YPV/, /files/ENCFF400SCD/, /files/ENCFF178MIM/, /files/ENCFF740ECI/, /files/ENCFF145GCJ/, /files/ENCFF659UFR/, /files/ENCFF164ZWM/, /files/ENCFF809ZPN/, /files/ENCFF508ZFI/, /files/ENCFF763DAQ/, /files/ENCFF805KPU/, /files/ENCFF036EGF/, /files/ENCFF191QXK/, /files/ENCFF663FLW/, /files/ENCFF689EIT/, /files/ENCFF698YIB/, /files/ENCFF837MEC/, /files/ENCFF635VQA/, /files/ENCFF064XIS/, /files/ENCFF472QMD/, /files/ENCFF138KKQ/, /files/ENCFF368CYL/, /files/ENCFF393KUX/, /files/ENCFF401LXB/, /files/ENCFF064DDT/, /files/ENCFF452JET/, /files/ENCFF234FUH/, /files/ENCFF292NRA/, /files/ENCFF241XBE/, /files/ENCFF711MVG/, /files/ENCFF370QWD/, /files/ENCFF037PMO/, /files/ENCFF850EIY/, /files/ENCFF727XHW/, /files/ENCFF790CGF/, /files/ENCFF447DQQ/, /files/ENCFF243MTV/, /files/ENCFF344OKG/, /files/ENCFF504ZFN/, /files/ENCFF473WBH/, /files/ENCFF994DDP/
ENCFF000AUL	/experiments/ENCSR000AOX/	.	GM12878	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000AUL/@@download/ENCFF000AUL.bigWig	signal	/files/ENCFF000AQZ/, /files/ENCFF000ARA/, /files/ENCFF000ARD/, /files/ENCFF000ARK/, /files/ENCFF000ARO/, /files/ENCFF231IAK/, /files/ENCFF651UIO/, /files/ENCFF858ORL/, /files/ENCFF684NLR/, /files/ENCFF303HPA/, /files/ENCFF797ARJ/, /files/ENCFF434HLD/, /files/ENCFF611CHF/, /files/ENCFF852TVX/, /files/ENCFF873ZWP/, /files/ENCFF953EVD/, /files/ENCFF547XEQ/, /files/ENCFF055OBO/, /files/ENCFF691DXH/, /files/ENCFF151JBU/, /files/ENCFF213TCX/, /files/ENCFF339YTX/, /files/ENCFF663HUX/, /files/ENCFF430BAQ/, /files/ENCFF624TPS/, /files/ENCFF232FPZ/
ENCFF000AWW	/experiments/ENCSR000ANB/	.	H1	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000AWW/@@download/ENCFF000AWW.bigWig	signal	/files/ENCFF000AVF/, /files/ENCFF000AVG/, /files/ENCFF000AVH/, /files/ENCFF000AVM/, /files/ENCFF000AVR/, /files/ENCFF303YPV/, /files/ENCFF400SCD/, /files/ENCFF178MIM/, /files/ENCFF740ECI/, /files/ENCFF145GCJ/, /files/ENCFF659UFR/, /files/ENCFF164ZWM/, /files/ENCFF809ZPN/, /files/ENCFF508ZFI/, /files/ENCFF763DAQ/, /files/ENCFF805KPU/, /files/ENCFF036EGF/, /files/ENCFF191QXK/, /files/ENCFF663FLW/, /files/ENCFF689EIT/, /files/ENCFF698YIB/, /files/ENCFF837MEC/, /files/ENCFF635VQA/, /files/ENCFF064XIS/, /files/ENCFF472QMD/, /files/ENCFF138KKQ/, /files/ENCFF368CYL/, /files/ENCFF393KUX/, /files/ENCFF401LXB/, /files/ENCFF064DDT/, /files/ENCFF452JET/, /files/ENCFF234FUH/, /files/ENCFF292NRA/, /files/ENCFF241XBE/, /files/ENCFF711MVG/, /files/ENCFF370QWD/, /files/ENCFF037PMO/, /files/ENCFF850EIY/, /files/ENCFF727XHW/, /files/ENCFF790CGF/, /files/ENCFF447DQQ/, /files/ENCFF243MTV/, /files/ENCFF344OKG/, /files/ENCFF504ZFN/, /files/ENCFF473WBH/, /files/ENCFF994DDP/
ENCFF000AXC	/experiments/ENCSR000ANA/	.	H1	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000AXC/@@download/ENCFF000AXC.bigWig	signal	/files/ENCFF000AVF/, /files/ENCFF000AVG/, /files/ENCFF000AVH/, /files/ENCFF000AVM/, /files/ENCFF000AVR/, /files/ENCFF303YPV/, /files/ENCFF400SCD/, /files/ENCFF178MIM/, /files/ENCFF740ECI/, /files/ENCFF145GCJ/, /files/ENCFF659UFR/, /files/ENCFF164ZWM/, /files/ENCFF809ZPN/, /files/ENCFF508ZFI/, /files/ENCFF763DAQ/, /files/ENCFF805KPU/, /files/ENCFF036EGF/, /files/ENCFF191QXK/, /files/ENCFF663FLW/, /files/ENCFF689EIT/, /files/ENCFF698YIB/, /files/ENCFF837MEC/, /files/ENCFF635VQA/, /files/ENCFF064XIS/, /files/ENCFF472QMD/, /files/ENCFF138KKQ/, /files/ENCFF368CYL/, /files/ENCFF393KUX/, /files/ENCFF401LXB/, /files/ENCFF064DDT/, /files/ENCFF452JET/, /files/ENCFF234FUH/, /files/ENCFF292NRA/, /files/ENCFF241XBE/, /files/ENCFF711MVG/, /files/ENCFF370QWD/, /files/ENCFF037PMO/, /files/ENCFF850EIY/, /files/ENCFF727XHW/, /files/ENCFF790CGF/, /files/ENCFF447DQQ/, /files/ENCFF243MTV/, /files/ENCFF344OKG/, /files/ENCFF504ZFN/, /files/ENCFF473WBH/, /files/ENCFF994DDP/
ENCFF001ENF	/experiments/ENCSR000DPL/	.	AG04450	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001ENF/@@download/ENCFF001ENF.bigWig	raw signal	/files/ENCFF001GWT/, /files/ENCFF001GWU/, /files/ENCFF001GXE/, /files/ENCFF602KDF/, /files/ENCFF732CPP/, /files/ENCFF883GTU/, /files/ENCFF864XXG/
ENCFF000AWK	/experiments/ENCSR000ANP/	.	H1	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000AWK/@@download/ENCFF000AWK.bigWig	signal	/files/ENCFF000AVF/, /files/ENCFF000AVG/, /files/ENCFF000AVH/, /files/ENCFF000AVM/, /files/ENCFF000AVR/, /files/ENCFF303YPV/, /files/ENCFF400SCD/, /files/ENCFF178MIM/, /files/ENCFF740ECI/, /files/ENCFF145GCJ/, /files/ENCFF659UFR/, /files/ENCFF164ZWM/, /files/ENCFF809ZPN/, /files/ENCFF508ZFI/, /files/ENCFF763DAQ/, /files/ENCFF805KPU/, /files/ENCFF036EGF/, /files/ENCFF191QXK/, /files/ENCFF663FLW/, /files/ENCFF689EIT/, /files/ENCFF698YIB/, /files/ENCFF837MEC/, /files/ENCFF635VQA/, /files/ENCFF064XIS/, /files/ENCFF472QMD/, /files/ENCFF138KKQ/, /files/ENCFF368CYL/, /files/ENCFF393KUX/, /files/ENCFF401LXB/, /files/ENCFF064DDT/, /files/ENCFF452JET/, /files/ENCFF234FUH/, /files/ENCFF292NRA/, /files/ENCFF241XBE/, /files/ENCFF711MVG/, /files/ENCFF370QWD/, /files/ENCFF037PMO/, /files/ENCFF850EIY/, /files/ENCFF727XHW/, /files/ENCFF790CGF/, /files/ENCFF447DQQ/, /files/ENCFF243MTV/, /files/ENCFF344OKG/, /files/ENCFF504ZFN/, /files/ENCFF473WBH/, /files/ENCFF994DDP/
ENCFF000ASJ	/experiments/ENCSR000AKC/	.	GM12878	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000ASJ/@@download/ENCFF000ASJ.bigWig	signal	/files/ENCFF000AQZ/, /files/ENCFF000ARA/, /files/ENCFF000ARD/, /files/ENCFF000ARK/, /files/ENCFF000ARO/, /files/ENCFF231IAK/, /files/ENCFF651UIO/, /files/ENCFF858ORL/, /files/ENCFF684NLR/, /files/ENCFF303HPA/, /files/ENCFF797ARJ/, /files/ENCFF434HLD/, /files/ENCFF611CHF/, /files/ENCFF852TVX/, /files/ENCFF873ZWP/, /files/ENCFF953EVD/, /files/ENCFF547XEQ/, /files/ENCFF055OBO/, /files/ENCFF691DXH/, /files/ENCFF151JBU/, /files/ENCFF213TCX/, /files/ENCFF339YTX/, /files/ENCFF663HUX/, /files/ENCFF430BAQ/, /files/ENCFF624TPS/, /files/ENCFF232FPZ/
ENCFF000ARZ	/experiments/ENCSR000AKF/	.	GM12878	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000ARZ/@@download/ENCFF000ARZ.bigWig	signal	/files/ENCFF000AQZ/, /files/ENCFF000ARA/, /files/ENCFF000ARD/, /files/ENCFF000ARK/, /files/ENCFF000ARO/, /files/ENCFF231IAK/, /files/ENCFF651UIO/, /files/ENCFF858ORL/, /files/ENCFF684NLR/, /files/ENCFF303HPA/, /files/ENCFF797ARJ/, /files/ENCFF434HLD/, /files/ENCFF611CHF/, /files/ENCFF852TVX/, /files/ENCFF873ZWP/, /files/ENCFF953EVD/, /files/ENCFF547XEQ/, /files/ENCFF055OBO/, /files/ENCFF691DXH/, /files/ENCFF151JBU/, /files/ENCFF213TCX/, /files/ENCFF339YTX/, /files/ENCFF663HUX/, /files/ENCFF430BAQ/, /files/ENCFF624TPS/, /files/ENCFF232FPZ/
